Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Branching Logic (Show field only if...),Required Field?,cleaner_initials,Cleaned
wildlife_contact_freq_v3,community_survey,,checkbox,"Si respondi&#243 s?, ?qu? tan seguido tiene contacto con los animales salvajes (como macacos, ratas, murci?lagos, etc.)?    / <font color=""red"">If yes, how often do you have contact with wild animals [like macaques, rats, bats, etc]?(type animal)</font>","1, Diariamente / <font color=""red"">Daily</font> | 2, Semanal / <font color=""red"">Weekly</font> | 3, Mensual / <font color=""red"">Monthly</font> | 4, Menos de una vez al mes / <font color=""red"">Less than Monthly</font> | 5, Menos de una vez al a?o / <font color=""red"">Less than once a yr</font>",,,[wildlife_contact_v3(1)] = '1',,,
livestock_v3,community_survey,,checkbox,"?Usted al momento tiene ganado o corral de aves en su hogar? / <font color=""red"">Do you currently have any household livestock or poultry? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
cows_v3,community_survey,"If yes, Indicate below the type of livestock, # of animals for each type, # of years owned, and whether this livestock type lives within 30 meters of your home",radio,"Vacas / <font color=""red"">Cows</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
cows_number_v3,community_survey,,text,"Vacas - Numero de animales / <font color=""red"">Cows-Number of animals</font>",,,,[cows_v3] = '1',,,
cows_years_v3,community_survey,,text,"Vacas - Numero de anos con los animales / <font color=""red"">Cows-Years raised this type of animal</font>",,,,[cows_v3] = '1',,,
cows_30m_v3,community_survey,,radio,"Vacas ?Los animales estan a 30 metros de su hogar? <font color=""red"">Cows - Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[cows_v3] = '1',,,
goats_v3,community_survey,,radio,"Cabra / <font color=""red"">Goats</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
goats_number_v3,community_survey,,text,"Cabra - Numero de animales / <font color=""red"">Goats-Number of animals</font>",,,,[goats_v3] = '1',,,
goats_years_v3,community_survey,,text,"Cabra - Numero de anos con los animales / <font color=""red"">Goats-Years raised this type of animale</font>",,,,[goats_v3] = '1',,,
goats_30m_v3,community_survey,,radio,"Cabra ?Los animales estan a 30 metros de su hogar? <font color=""red"">Goats - Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[goats_v3] = '1',,,
sheep_v3,community_survey,,radio,"Obeja / <font color=""red"">Sheep</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
sheep_number_v3,community_survey,,text,"
Obeja - Numero de animales / <font color=""red"">Sheep-Number of animals</font>",,,,[sheep_v3] = '1',,,
sheep_years_v3,community_survey,,text,"Obeja - Numero de anos con los animales / <font color=""red"">Sheep-Years raised this type of animale</font>",,,,[sheep_v3] = '1',,,
sheep_30m_v3,community_survey,,radio,"Obeja ?Los animales estan a 30 metros de su hogar? <font color=""red"">Sheep- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[sheep_v3] = '1',,,
pigs_v3,community_survey,,radio,"Cerdos / <font color=""red"">Pigs</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
pigs_number_v3,community_survey,,text,"Cerdos - Numero de animales / <font color=""red"">Pig-Number of animals</font>",,,,[pigs_v3] = '1',,,
pigs_years_v3,community_survey,,text,"Cerdos- Numero de anos con los animales / <font color=""red"">Pigs-Years raised this type of animale</font>",,,,[pigs_v3] = '1',,,
pigs_30m_v3,community_survey,,radio,"Cerdos ?Los animales estan a 30 metros de su hogar? <font color=""red"">Pigs- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[pigs_v3] = '1',,,
chickens_v3,community_survey,,radio,"Pollos / <font color=""red"">Chickens</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
chickens_number_v3,community_survey,,text,"Pollos - Numero de animales / <font color=""red"">Chicken-Number of animals</font>",,,,[chickens_v3] = '1',,,
chickens_year_v3,community_survey,,text,"Pollos- Numero de anos con los animales / <font color=""red"">Chicken-Years raised this type of animale</font>",,,,[chickens_v3] = '1',,,
chickens_30m_v3,community_survey,,radio,"Pollos ?Los animales estan a 30 metros de su hogar? <font color=""red"">Chickens- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[chickens_v3] = '1',,,
ducks_v3,community_survey,,radio,"Patos / <font color=""red"">Ducks</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
ducks_number_v3,community_survey,,text,"Patos - Numero de animales / <font color=""red"">Ducks-Number of animals</font>",,,,[ducks_v3] = '1',,,
ducks_years_v3,community_survey,,text,"Patos- Numero de anos con los animales / <font color=""red"">Duck-Years raised this type of animale</font>",,,,[ducks_v3] = '1',,,
ducks_30m_v3,community_survey,,radio,"Patos ?Los animales estan a 30 metros de su hogar? <font color=""red"">Ducks- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[ducks_v3] = '1',,,
horses_v3,community_survey,,radio,"Caballos / <font color=""red"">Horses</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
horses_number_v3,community_survey,,text,"Caballos - Numero de animales / <font color=""red"">Horses-Number of animals</font>",,,,[horses_v3] = '1',,,
horses_years_v3,community_survey,,text,"Caballos - Numero de anos con los animales / <font color=""red"">Horses-Years raised this type of animale</font>",,,,[horses_v3] = '1',,,
horses_30m_v3,community_survey,,radio,"Caballos ?Los animales estan a 30 metros de su hogar? <font color=""red"">Horses- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[horses_v3] = '1',,,
other_livestock_v3,community_survey,,radio,"Otro, especifique / <font color=""red"">Other, specify</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(1)] = '1',,HMW,
livestock_outside_animal_oth_v3,community_survey,,text,"<font color=""red"">If other kind of animal, please specify</font>",,,,[other_livestock_v3] = '1',,HMW,
other_number_v3,community_survey,,text,"Otro - Numero de animales / <font color=""red"">Other-Number of animals</font>",,,,[other_livestock_v3] = '1',,,
other_years_v3,community_survey,,text,"Otro- Numero de anos con los animales / <font color=""red"">Other-Years raised this type of animale</font>",,,,[other_livestock_v3] = '1',,,
other_30m_v3,community_survey,,radio,"Otro ?Los animales estan a 30 metros de su hogar? <font color=""red"">Other- Do these animals live within 30 meters from your home? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[other_livestock_v3] = '1',,,
livestock_outside_v3,community_survey,,radio,"Si no, ?has estado en contacto directo con cualquier ganado dom?stico? / <font color=""red"">If no household livestock, have you been in direct contact with any domestic livestock and poultry? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[livestock_v3(2)] = '1',,HMW,
animal_waste,community_survey,,radio,"?Usted limpia el desecho de animales (esti?rcol) en su propiedad?  / <font color=""red"">Do you clean up animal waste (manure) on your property?</font>","1, Si  <font color=""red"">Yes</font > | 2, No  <font color=""red"">No</font >",,,[pets_v3] = '1' or [livestock_v3(1)] = '1',,HMW,
animal_waste_cleanup,community_survey,,radio,"?Si si, que ase con el esti?rcol? / <font color=""red"">If yes, what happens to the waste? </font>","1, Lo dejo en mi propiedad / <font color=""red""> Left aside on property</font> | 2, Utilizado para fertilizantes (terreno personal / jard?n / estanque / otros) / <font color=""red""> Used for fertilizer (personal land/garden/ponds/other)</font> | 3, Vendido para fertilizante (tierra / jardin / estanque / otros) / <font color=""red""> Sold for fertilizer (land/garden/ponds/other)</font> | 4, Se traslad? de su propiedad / tirar  / <font color=""red""> Moved off your property/thrown away</font> | 5, Otro especificar  / <font color=""red""> Other, specify</font>",,,[animal_waste] = '1',,,
animal_waste_cleanup_other,community_survey,,text,Other,,,,[animal_waste_cleanup] = '5',,,
animal_waste_ppe,community_survey,,radio,"Si si, ?Usa algo como guantes u otros articulos para protegerlo de los desechos?  / <font color=""red"">If yes, do you wear anything like gloves or other items to protect you from the waste (to cover 
eyes, feet, mouth, eyes, hands)?
 </font>","1, Guantes pesados de goma / <font color=""red""> heavy rubber gloves</font> | 2, Guantes desechables (Nitrilo, vinilo, latex)  / <font color=""red""> Disposable gloves (nitrile, vinyl, latex)</font> | 3, Mascara de polvo de papel / <font color=""red""> Paper dust mask</font> | 4, N95/otro respirado filtrante  / <font color=""red""> N95/other filtering respirator</font> | 5, Botas o fundas de zapatos  / <font color=""red""> Boots or shoe covers </font> | 6, Protecci?n de los ojos (gafas, gafas de seguridad)  /<font color=""red""> Eyes protection (Goggles, safety glasses)</font> | 7, Otro especificar  / <font color=""red""> Other, specify</font>",,,[animal_waste] = '1',,HMW,
animal_waste_ppe_other,community_survey,,text,Other ,,,,[animal_waste_ppe] = '7',,,
enviro_harm_v3,community_survey,,checkbox,"?Est? usted consciente de cualquier cosa en su ambiente que podr?a hacerle da?o o enfermar? / <font color=""red"">Are you aware of any things in your environment that could harm you or make you sick?</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
enviro_harmyes_v3,community_survey,,notes,"?Cu?les son algunos ejemplos?  / <font color=""red"">What are some examples? </font>",,,,,,,
general_health_v3,community_survey,"Finalmente, terminaremos con algunas preguntas sobre la salud de todos en su hogar. / <font color=""Red"">Finally, we will finish up with some questions about the health of everyone in your household. </font>",radio,"Hasta el d?a de hoy, ?c&#243mo considera su estado de salud? / <font color=""red"">As of today, how would you rate your general health? </font>","1, Excelente / <font color=""red"">Excellent</font> | 2, Buena / <font color=""red"">Good</font> | 3, Justa / <font color=""red"">Fair</font> | 4, Pobre / <font color=""red"">Poor</font> | 77, No quiero contestar / <font color=""red"">Refused</font>",,,,,HMW,
smoke_ever_v3,community_survey,,radio,"?Usted a fumado? / <font color=""red"">Have you ever smoked?</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
smoke_now_v3,community_survey,,radio,"?Usted fuma a hora? / <font color=""red"">Do you smoke now? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
smoke_household_v3,community_survey,,text,"?Cu?ntas personas que viven en su casa fuman cigarrillos, cigarros, cigarros peque?os, pipas, pipas de agua, cachimba, o cualquier otro producto de tabaco? (Los productos de tabaco no incluyen marihuana) (Si la respuesta es no, ingrese 0) / <font color=""red"">How many people who live in your home smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product? (Tobacco products do not include marijuana) (If no one in the house smokes, enter 0) </font>",,,,,,,
smoke_people_v3,community_survey,,text,"Sin contar las cubiertas, los porches o los garajes aislados, ?cu?ntas personas que viven aqu? fuman cigarrillos, cigarros, cigarros, pipas, pipas de agua, cachimba u otro producto de tabaco dentro de su casa? (Los productos del tabaco NO incluyen la marihuana) / <font color=""red""> ?	Not counting decks, porches, or detached garages, how many people who live here smoke cigarettes, cigars, little cigars, pipes, water pipes, hookah, or any other tobacco product inside your home? (Tobacco products do not include marijuana) </font>",,,,,,,
smoke_days_v3,community_survey,,text,"(No contando cubiertas, porches o garajes aislados) Durante los ?ltimos 7 d?as, que es desde el ?ltimo [D?A DE LA SEMANA], ?cu?ntos d?as fum&#243 tabaco en su casa? / <font color=""red"">During the past 7 days, that is since last [TODAY'S DAY OF WEEK], on how many days did {anyone who lives with you/you}, smoke tobacco inside your home? </font>





",,,,,,,
antibiotics_3month_v3,community_survey,,radio,"?Ha tomado antibi&#243ticos durante los ?ltimos 3 meses?        / <font color=""red"">In the past 3 months, have you taken any antibiotics? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
antibiotics_dx_v3,community_survey,,checkbox,"Si s?, ?por qu? raz&#243n tom&#243 antibi&#243ticos?  <font color=""red""> If yes, what was the reason for taking antibiotics? </font>","1, Infecci&#243n del o?do, sinusitis, infecci&#243n respiratoria alta / <font color=""red"">Ear, sinus, upper respiratory infection</font> | 2, Bronquitis/neumon?a / <font color=""red"">Bronchitis/pneumonia</font> | 3, Infecci&#243n del tracto urinario / <font color=""red"">Urinary tract infection</font> | 4, Infecciones de la piel / <font color=""red"">Skin infection</font> | 5, Acn? / <font color=""red"">Acne</font> | 6, Limpieza de dientes/cirug?a de la boca / <font color=""red"">Dental cleaning/oral surgery</font> | 8, Cirug?a u operaci&#243n m?dica / <font color=""red"">Surgery</font> | 99, No s?/ No estoy seguro / <font color=""red"">Don't know</font> | 77, No quiero contestar / <font color=""red"">Refused</font> | 97, Otro, especifique / <font color=""red""> Other, specify</font>",,,,,,
antibiotics_dx_other_v3,community_survey,,text,"If Other reason, please specify",,,,,,,
antibiotics_names_v3,community_survey,,notes,"?Qu? antibi&#243tico(s) tom&#243?         / <font color=""red"">Which antibiotics did you take? </font>





",,,,,,,
travel_out_usa_v3,community_survey,,radio,"Durante las ?ltimas 12 semanas, ?ha viajado usted fuera de los Estados Unidos? / <font color=""red"">In the past 12 weeks have you traveled outside the United States? </font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
travel_out_usa_contact_v3,community_survey,,radio,"Durante las ?ltimas 12 semanas, ?ha alg?n miembro de su familia (encierre en un c?rculo ya sea usted o miembro de su familia) fuera de los Estados Unidos?  / <font color=""red"">In the past 12 weeks have you been in close contact with family, friends or colleagues who have traveled outside of the United States?</font>","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,,
fever_v3,community_survey,"Ahora voy a preguntarle acerca de su salud ?Voy a leer una lista de art?culos, y por favor, me detenga si en el ultimo ano que ha tenido las siguientes condiciones de salud?  / <font color=""red"">I am now going to ask you about your health. I am going to read a list of items, and please stop me if <b> in the last year </b> you ever had the following health conditions. </font>",radio,"Fiebre / <font color=""red"">Fever</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
fever_recent_v3,community_survey,,text,Fever-When was the most recent date this occurred?,,,,[fever_v3] = '1',,,
fever_doctor_v3,community_survey,,radio,Fever-Did you/your family member see a doctor for this issue?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[fever_v3] = '1',,,
fever_work_v3,community_survey,,radio,Was the fever related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[fever_v3] = '1',,HMW,
weight_v3,community_survey,,radio,"P?rdida o ganancia de peso inexplicable / <font color=""red"">Unexplained Weight loss or gain</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
weight_onset_v3,community_survey,,text,Weight loss or gain-Date of Onset,,,,[weight_v3] = '1',,,
weight_doctor_v3,community_survey,,radio,Weight loss or gain-See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[weight_v3] = '1',,,
weight_notes_v3,community_survey,,notes,Weight loss or gain-Notes,,,,[weight_v3] = '1',,,
weight_work_v3,community_survey,,radio,Was the unexplained weight loss or gain related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[weight_v3] = '1',,HMW,
eye_problems_v3,community_survey,,radio,"Problemas oculares que no incluyen impedimentos de la visi&#243n / <font color=""red"">Eye problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
eye_onset_v3,community_survey,,text,Eye problems-Date of Onset,,,,[eye_problems_v3] = '1',,,
eye_recent_v3,community_survey,,text,Eye problems-Most recent,,,,[eye_problems_v3] = '1',,,
eye_doctor_v3,community_survey,,radio,Eye problems-See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[eye_problems_v3] = '1',,,
eye_notes_v3,community_survey,,notes,Eye problems-Notes,,,,[eye_problems_v3] = '1',,,
eye_work_v3,community_survey,,radio,Were the eye problems(not related to normal vision impairment) related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[eye_problems_v3] = '1',,HMW,
ent_v3,community_survey,,radio,"Problemas con la orejas, la nariz, la boca o la garganta / <font color=""red"">Ear, Nose, Mouth or Throat problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
ent_onset_v3,community_survey,,text,"Ear, Nose, Mouth or Throat problems-Date of Onset",,,,[ent_v3] = '1',,,
ent_recent_v3,community_survey,,text,"Ear, Nose, Mouth or Throat problems-Most recent",,,,[ent_v3] = '1',,,
ent_doctor_v3,community_survey,,radio,"Ear, Nose, Mouth or Throat problems-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[ent_v3] = '1',,,
ent_notes_v3,community_survey,,notes,"Ear, Nose, Mouth or Throat problems-Notes",,,,[ent_v3] = '1',,,
ent_work_v3,community_survey,,radio,"Were the ear, nose, mouth or throat problems related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[ent_v3] = '1',,HMW,
heart_v3,community_survey,,radio,"Problemas cardiovasculares enfermedad card?aca o
 presi&#243n alta / <font color=""red"">Cardiovascular problems, heart disease or high blood pressure</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
heart_onset_v3,community_survey,,text,"Cardiovascular problems, heart disease or high blood pressure-Date of Onset",,,,[heart_v3] = '1',,,
heart_doctor_v3,community_survey,,radio,"Cardiovascular problems, heart disease or high blood pressure-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[heart_v3] = '1',,,
heart_notes_v3,community_survey,,notes,"Cardiovascular problems, heart disease or high blood pressure-Notes",,,,[heart_v3] = '1',,,
heart_work_v3,community_survey,,radio,"Were the cardiovascular problems, heart disease or high blood pressure related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[heart_v3] = '1',,HMW,
respiratory_v3,community_survey,,radio,"Problemas respiratorios
como tos / <font color=""red"">Respiratory problems, like coughing or breathing problems</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
respi_onset_v3,community_survey,,text,"Respiratory problems, like coughing or breathing problems-Date of Onset",,,,[respiratory_v3]='1',,,
respi_recent_v3,community_survey,,text,"Respiratory problems, like coughing or breathing problems-Most recent",,,,[respiratory_v3]='1',,,
respi_doctor_v3,community_survey,,radio,"Respiratory problems, like coughing or breathing problems-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[respiratory_v3]='1',,,
respi_notes_v3,community_survey,,notes,"Respiratory problems, like coughing or breathing problems-Notes",,,,[respiratory_v3]='1',,,
respi_work_v3,community_survey,,radio,"Were the respiratory problems, like coughing or breathing problems related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[respiratory_v3]='1',,HMW,
gi_v3,community_survey,,radio,"Problemas gastrointestinales como malestar est&#243mago o diarrea / <font color=""red"">Gastrointestinal problems like upset stomachs or diarrhea</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
gi_onset_v3,community_survey,,text,Gastrointestinal problems like upset stomachs or diarrhea-Date of Onset,,,,[gi_v3]='1',,,
gi_recent_v3,community_survey,,text,Gastrointestinal problems like upset stomachs or diarrhea-Most recent,,,,[gi_v3]='1',,,
gi_doctor_v3,community_survey,,radio,Gastrointestinal problems like upset stomachs or diarrhea-See a doctor,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[gi_v3]='1',,,
gi_notes_v3,community_survey,,notes,Gastrointestinal problems like upset stomachs or diarrhea-Notes,,,,[gi_v3]='1',,,
gi_work_v3,community_survey,,radio,Are the gastrointestinal problems like upset stomach or diarrhea related to your work?,"1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[gi_v3]='1',,HMW,
genitalurinary_v3,community_survey,,radio,"Problemas de salud genital, urinaria o reproductiva / <font color=""red"">Genital, urinary, or reproductive health issues</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
genit_onset_v3,community_survey,,text,"Genital, urinary, or reproductive health issues-Date of Onset",,,,[genitalurinary_v3]='1',,,
genit_recent_v3,community_survey,,text,"Genital, urinary, or reproductive health issues-Most recent",,,,[genitalurinary]='1',,,
genit_doctor_v3,community_survey,,radio,"Genital, urinary, or reproductive health issues-See a doctor","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[genitalurinary_v3]='1',,,
genit_notes_v3,community_survey,,notes,"Genital, urinary, or reproductive health issues-Notes",,,,[genitalurinary_v3]='1',,,
genit_work_v3,community_survey,,radio,"Were the genital, urinary, or reproductive health issues related to your work?","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,[genitalurinary_v3]='1',,HMW,
muscles_v3,community_survey,,radio,"Problemas musculoesquel?ticos como debilidad muscular o artritis / <font color=""red"">Musculoskeletal problems like muscle weakness or arthritis</font"">","1, Si / <font color=""red"">Yes</font> | 2, No / <font color=""red""> No</font> | 77, No s?/No estoy seguro / <font color=""red""> Unsure</font> | 99, No quiero contester//<font color=""red"">Refused</font>",,,,,HMW,
muscles_onset_v3,community_survey,,text,Musculoskeletal problems like muscle weakness or arthritis-Date of Onset,,,,[muscles_v3]='1',,,
muscles_recent_v3,community_survey,,text,Musculoskeletal problems like muscle weakness or arthritis-Most recent,,,,[muscles_v3]='1',,,
